ticker,category,sector
HISARMETAL,SmallCap,
HITECH,SmallCap,
HITECHCORP,SmallCap,
HITECHGEAR,SmallCap,
HLEGLAS,SmallCap,
HLVLTD,SmallCap,
HMAAGRO,SmallCap,
HMVL,SmallCap,
HNDFDS,SmallCap,
HOMEFIRST,SmallCap,Financial Services
HONASA,SmallCap,Fast Moving Consumer Goods
HONAUT,MidCap,Capital Goods
HONDAPOWER,SmallCap,
HPAL,SmallCap,
HPIL,SmallCap,
HPL,SmallCap,
HSCL,SmallCap,Chemicals
HTMEDIA,SmallCap,
HUBTOWN,SmallCap,
HUDCO,MidCap,Financial Services
HUHTAMAKI,SmallCap,
HYBRIDFIN,SmallCap,
HYUNDAI,LargeCap,Automobile and Auto Components
IBULLSLTD,SmallCap,
ICDSLTD,SmallCap,
ICEMAKE,SmallCap,
ICICIAMC,MidCap,Financial Services
ICICIBANK,LargeCap,Financial Services
ICICIGI,MidCap,Financial Services
ICICIPRULI,MidCap,Financial Services
ICIL,SmallCap,
ICRA,SmallCap,
IDBI,SmallCap,Financial Services
IDEA,MidCap,Telecommunication
IDEAFORGE,SmallCap,
IDFCFIRSTB,MidCap,Financial Services
IEX,SmallCap,Financial Services
IFBAGRO,SmallCap,
IFBIND,SmallCap,
IFCI,SmallCap,Financial Services
IFGLEXPOR,SmallCap,
IGARASHI,SmallCap,
IGCL,SmallCap,
IGIL,SmallCap,Services
IGL,SmallCap,Oil Gas & Consumable Fuels
IGPL,SmallCap,
IIFL,SmallCap,Financial Services
IIFLCAPS,SmallCap,
IITL,SmallCap,
IKIO,SmallCap,
IKS,SmallCap,Information Technology
IMAGICAA,SmallCap,
IMFA,SmallCap,
IMPAL,SmallCap,
INA,SmallCap,
INCREDIBLE,SmallCap,
INDBANK,SmallCap,
INDGN,SmallCap,Healthcare
INDHOTEL,LargeCap,Consumer Services
INDIACEM,SmallCap,Construction Materials
INDIAGLYCO,SmallCap,
INDIAMART,SmallCap,Consumer Services
INDIANB,MidCap,Financial Services
INDIANCARD,SmallCap,
INDIANHUME,SmallCap,
INDIASHLTR,SmallCap,
INDIGO,LargeCap,Services
INDIGOPNTS,SmallCap,
INDIQUBE,SmallCap,
INDNIPPON,SmallCap,
INDOAMIN,SmallCap,
INDOBORAX,SmallCap,
INDOCO,SmallCap,
INDOFARM,SmallCap,
INDOMIM,SmallCap,
INDORAMA,SmallCap,
INDOSTAR,SmallCap,
INDOTECH,SmallCap,
INDOTHAI,SmallCap,
INDOUS,SmallCap,
INDOWIND,SmallCap,
INDPRUD,SmallCap,
INDRAMEDCO,SmallCap,
INDSWFTLAB,SmallCap,
INDTERRAIN,SmallCap,
INDUSINDBK,MidCap,Financial Services
INDUSTOWER,MidCap,Telecommunication
INFOBEAN,SmallCap,
INFOMEDIA,SmallCap,
INFY,LargeCap,Information Technology
INGERRAND,SmallCap,
INNOVACAP,SmallCap,
INNOVANA,SmallCap,
INNOVISION,SmallCap,
INOXGREEN,SmallCap,
INOXINDIA,SmallCap,
INOXWIND,SmallCap,Capital Goods
INSECTICID,SmallCap,
INSPIRISYS,SmallCap,
INTELLECT,SmallCap,Information Technology
INTENTECH,SmallCap,
INTERARCH,SmallCap,
INTLCONV,SmallCap,
INVENTURE,SmallCap,
INVPRECQ,SmallCap,
IOB,SmallCap,Financial Services
IOC,LargeCap,Oil Gas & Consumable Fuels
IOLCP,SmallCap,
IONEXCHANG,SmallCap,
IPCALAB,MidCap,Healthcare
IPL,SmallCap,
IRB,SmallCap,Construction
IRCON,SmallCap,Construction
IRCTC,MidCap,Consumer Services
IREDA,MidCap,Financial Services
IRFC,LargeCap,Financial Services
IRIS,SmallCap,
IRISDOREME,SmallCap,
IRMENERGY,SmallCap,
ISFT,SmallCap,
ISGEC,SmallCap,
ISHANCH,SmallCap,
ITC,LargeCap,Fast Moving Consumer Goods
ITCHOTELS,MidCap,Consumer Services
ITDC,SmallCap,
ITI,SmallCap,Telecommunication
IVALUE,SmallCap,
IVC,SmallCap,
IVP,SmallCap,
IWP,SmallCap,
IXIGO,SmallCap,
IZMO,SmallCap,
J&KBANK,SmallCap,Financial Services
JAGRAN,SmallCap,
JAGSNPHARM,SmallCap,
JAIBALAJI,SmallCap,
JAICORPLTD,SmallCap,
JAINREC,SmallCap,Metals & Mining
JAIPURKURT,SmallCap,
JAMNAAUTO,SmallCap,
JARO,SmallCap,
JASH,SmallCap,
JAYAGROGN,SmallCap,
JAYBARMARU,SmallCap,
JAYKAY,SmallCap,
JAYNECOIND,SmallCap,
JAYSREETEA,SmallCap,
JBMA,SmallCap,Automobile and Auto Components
JETFREIGHT,SmallCap,
JGCHEM,SmallCap,
JHS,SmallCap,
JINDALPHOT,SmallCap,
JINDALPOLY,SmallCap,
JINDALSAW,SmallCap,Capital Goods
JINDALSTEL,LargeCap,Metals & Mining
JINDRILL,SmallCap,
JINDWORLD,SmallCap,
JIOFIN,LargeCap,Financial Services
JISLDVREQS,SmallCap,
JISLJALEQS,SmallCap,
JITFINFRA,SmallCap,
JKCEMENT,MidCap,Construction Materials
JKIL,SmallCap,
JKIPL,SmallCap,
JKLAKSHMI,SmallCap,
JKPAPER,SmallCap,
JKTYRE,SmallCap,Automobile and Auto Components
JLHL,SmallCap,
JMA,SmallCap,
JMFINANCIL,SmallCap,Financial Services
JNKINDIA,SmallCap,
JNPR,SmallCap,
JOCIL,SmallCap,
JPOLYINVST,SmallCap,
JPPOWER,SmallCap,Power
JSFB,SmallCap,
JSL,MidCap,Metals & Mining
JSLL,SmallCap,
JSWCEMENT,SmallCap,Construction Materials
JSWDULUX,SmallCap,Consumer Durables
JSWENERGY,MidCap,Power
JSWHL,SmallCap,
JSWINFRA,MidCap,Services
JSWSTEEL,LargeCap,Metals & Mining
JTEKTINDIA,SmallCap,
JTLIND,SmallCap,
JUBLCPL,SmallCap,
JUBLFOOD,MidCap,Consumer Services
JUBLINGREA,SmallCap,Chemicals
JUBLPHARMA,SmallCap,Healthcare
JUNIPER,SmallCap,
JUSTDIAL,SmallCap,
JWL,SmallCap,Capital Goods
JYOTHYLAB,SmallCap,
JYOTICNC,SmallCap,Capital Goods
JYOTISTRUC,SmallCap,
KABRAEXTRU,SmallCap,
KAJARIACER,SmallCap,Consumer Durables
KAKATCEM,SmallCap,
KALAMANDIR,SmallCap,
KALPATARU,SmallCap,
KALYANI,SmallCap,
KALYANIFRG,SmallCap,
KALYANKJIL,MidCap,Consumer Durables
KAMAHOLD,SmallCap,
KAMATHOTEL,SmallCap,
KAMDHENU,SmallCap,
KAMOPAINTS,SmallCap,
KANANIIND,SmallCap,
KANCHI,SmallCap,
KANORICHEM,SmallCap,
KANPRPLA,SmallCap,
KANSAINER,SmallCap,
KAPSTON,SmallCap,
KARMAENG,SmallCap,
KARURVYSYA,SmallCap,Financial Services
KAUSHALYA,SmallCap,
KAVDEFENCE,SmallCap,
KAYA,SmallCap,
KAYNES,SmallCap,Capital Goods
KCP,SmallCap,
KCPSUGIND,SmallCap,
KDDL,SmallCap,
KEC,SmallCap,Construction
KECL,SmallCap,
KEEPLEARN,SmallCap,
KEI,MidCap,Capital Goods
KELLTONTEC,SmallCap,
KENNAMET,SmallCap,
KERNEX,SmallCap,
KESORAMIND,SmallCap,
KEYFINSERV,SmallCap,
KFINTECH,SmallCap,Financial Services
KHADIM,SmallCap,
KHAICHEM,SmallCap,
KHAITANLTD,SmallCap,
KHANDSE,SmallCap,
KICL,SmallCap,
KILITCH,SmallCap,
KIMS,SmallCap,Healthcare
KINGFA,SmallCap,
KIOCL,SmallCap,
KIRANVYPAR,SmallCap,
KIRIINDUS,SmallCap,
KIRLFER,SmallCap,
KIRLOSBROS,SmallCap,
KIRLOSENG,SmallCap,Capital Goods
KIRLOSIND,SmallCap,
KIRLPNU,SmallCap,
KISSHT,SmallCap,
KITEX,SmallCap,
KKCL,SmallCap,
KLBRENG-B,SmallCap,
KMEW,SmallCap,
KMSUGAR,SmallCap,
KNACK,SmallCap,
KNAGRI,SmallCap,
KNRCON,SmallCap,
KOHINOOR,SmallCap,
KOKUYOCMLN,SmallCap,
KOLTEPATIL,SmallCap,
KOPRAN,SmallCap,
KOTAKBANK,LargeCap,Financial Services
KOTARISUG,SmallCap,
KOTHARIPET,SmallCap,
KOTHARIPRO,SmallCap,
KOTIC,SmallCap,
KOTYARK,SmallCap,
KOVAI,SmallCap,
KPEL,SmallCap,
KPIGREEN,SmallCap,
KPIL,SmallCap,Construction
KPITTECH,MidCap,Information Technology
KPL,SmallCap,
KPRMILL,MidCap,Textiles
KRBL,SmallCap,
KREBSBIO,SmallCap,
KRIDHANINF,SmallCap,
KRISHANA,SmallCap,
KRISHIVAL,SmallCap,
KRISHNADEF,SmallCap,
KRITI,SmallCap,
KRITIKA,SmallCap,
KRITINUT,SmallCap,
KRN,SmallCap,
KRONOX,SmallCap,
KROSS,SmallCap,
KRSNAA,SmallCap,
KRYSTAL,SmallCap,
KSB,SmallCap,
KSCL,SmallCap,
KSHINTL,SmallCap,
KSHITIJPOL,SmallCap,
KSL,SmallCap,
KSOLVES,SmallCap,
KSR,SmallCap,
KTKBANK,SmallCap,
KUANTUM,SmallCap,
KUSUMGAR,SmallCap,
KWIL,SmallCap,
LAGNAM,SmallCap,
LAHOTIOV,SmallCap,
LAL,SmallCap,
LALPATHLAB,SmallCap,Healthcare
LAMBODHARA,SmallCap,
LANCORHOL,SmallCap,
LANDMARK,SmallCap,
LANDSMILL,SmallCap,
LAOPALA,SmallCap,
LASA,SmallCap,
LASERPOWER,SmallCap,
LATENTVIEW,SmallCap,Information Technology
LATTEYS,SmallCap,
LAURUSLABS,MidCap,Healthcare
LAXMICOT,SmallCap,
LAXMIDENTL,SmallCap,
LAXMIINDIA,SmallCap,
LCCINFOTEC,SmallCap,
LCL,SmallCap,
LEMERITE,SmallCap,
LEMONTREE,SmallCap,Consumer Services
LENSKART,MidCap,Consumer Services
LEXUS,SmallCap,
LFIC,SmallCap,
LGBBROSLTD,SmallCap,
LGEINDIA,MidCap,Consumer Durables
LGHL,SmallCap,
LIBAS,SmallCap,
LIBERTSHOE,SmallCap,
LICHSGFIN,MidCap,Financial Services
LICI,MidCap,Financial Services
LIKHITHA,SmallCap,
LINC,SmallCap,
LINCOLN,SmallCap,
LINDEINDIA,MidCap,Chemicals
LLOYDSENGG,SmallCap,
LLOYDSENT,SmallCap,
LLOYDSME,MidCap,Metals & Mining
LMW,SmallCap,
LODHA,LargeCap,Realty
LOKESHMACH,SmallCap,
LORDSCHLO,SmallCap,
LOTUSDEV,SmallCap,
LOTUSEYE,SmallCap,
LOVABLE,SmallCap,
LOYALTEX,SmallCap,
LPDC,SmallCap,
LT,LargeCap,Construction
LTF,MidCap,Financial Services
LTFOODS,SmallCap,Fast Moving Consumer Goods
LTM,LargeCap,Information Technology
LTTS,MidCap,Information Technology
LUMAXIND,SmallCap,
LUMAXTECH,SmallCap,
LUPIN,MidCap,Healthcare
LUXIND,SmallCap,
LXCHEM,SmallCap,
LYKALABS,SmallCap,
M&M,LargeCap,Automobile and Auto Components
M&MFIN,MidCap,Financial Services
MAANALU,SmallCap,
MACPOWER,SmallCap,
MADHAV,SmallCap,
MADHAVIPL,SmallCap,
MADHUCON,SmallCap,
MADRASFERT,SmallCap,
MAFATIND,SmallCap,
MAGADSUGAR,SmallCap,
MAGNUM,SmallCap,
MAHABANK,MidCap,Financial Services
MAHAPEXLTD,SmallCap,
MAHASTEEL,SmallCap,
MAHEPC,SmallCap,
MAHESHWARI,SmallCap,
MAHLIFE,SmallCap,
MAHLOG,SmallCap,
MAHSCOOTER,SmallCap,
MAHSEAMLES,SmallCap,
MAITHANALL,SmallCap,
MAJESAUT,SmallCap,
MALLCOM,SmallCap,
MALUPAPER,SmallCap,
MAMATA,SmallCap,
MANAKALUCO,SmallCap,
MANAKCOAT,SmallCap,
MANAKSIA,SmallCap,
MANAKSTEEL,SmallCap,
MANALIPETC,SmallCap,
MANAPPURAM,SmallCap,Financial Services
MANBA,SmallCap,
MANCREDIT,SmallCap,
MANGALAM,SmallCap,
MANGLMCEM,SmallCap,
MANINDS,SmallCap,
MANINFRA,SmallCap,
MANIPALHOS,SmallCap,
MANKIND,MidCap,Healthcare
MANOMAY,SmallCap,
MANORAMA,SmallCap,
MANORG,SmallCap,
MANUGRAPH,SmallCap,
MANYAVAR,SmallCap,
MAPMYINDIA,SmallCap,Information Technology
MARALOVER,SmallCap,
MARATHON,SmallCap,
MARICO,MidCap,Fast Moving Consumer Goods
MARINE,SmallCap,
MARKOLINES,SmallCap,
MARKSANS,SmallCap,
MARSONS,SmallCap,
MARUTI,LargeCap,Automobile and Auto Components
MASFIN,SmallCap,
MASKINVEST,SmallCap,
MASTEK,SmallCap,
MASTERTR,SmallCap,
MATRIMONY,SmallCap,
MAWANASUG,SmallCap,
MAXESTATES,SmallCap,
MAXHEALTH,LargeCap,Healthcare
MAXIND,SmallCap,
MAYURUNIQ,SmallCap,
MAZDA,SmallCap,
MAZDOCK,LargeCap,Capital Goods
MBAPL,SmallCap,
MBEL,SmallCap,
MBLINFRA,SmallCap,
MCCHRLS-B,SmallCap,
MCL,SmallCap,
MCLEODRUSS,SmallCap,
MCLOUD,SmallCap,
MCX,MidCap,Financial Services
MEDANTA,MidCap,Healthcare
MEDIASSIST,SmallCap,
MEDICAMEQ,SmallCap,
MEDICO,SmallCap,
MEDPLUS,SmallCap,
MEESHO,SmallCap,Consumer Services
MEGASTAR,SmallCap,
MEIL,SmallCap,
MENNPIS,SmallCap,
MENONBE,SmallCap,
MERCANTILE,SmallCap,
MERCURYEV,SmallCap,
METROBRAND,SmallCap,
METROGLOBL,SmallCap,
METROPOLIS,SmallCap,
MFML,SmallCap,
MFSL,MidCap,Financial Services
MGEL,SmallCap,
MGL,SmallCap,Oil Gas & Consumable Fuels
MHLXMIRU,SmallCap,
MHRIL,SmallCap,
MICEL,SmallCap,
MIDHANI,SmallCap,
MIDWESTLTD,SmallCap,
MINDACORP,SmallCap,Automobile and Auto Components
MINDTECK,SmallCap,
MIRZAINT,SmallCap,
MITCON,SmallCap,
MITTAL,SmallCap,
MKPL,SmallCap,
MMFL,SmallCap,
MMP,SmallCap,
MMTC,SmallCap,Services
MMWL,SmallCap,
MOBIKWIK,SmallCap,
MODINATUR,SmallCap,
MODIRUBBER,SmallCap,
MODIS,SmallCap,
MODISONLTD,SmallCap,
MODTHREAD,SmallCap,
MOHITIND,SmallCap,
MOIL,SmallCap,
MOKSH,SmallCap,
MOL,SmallCap,
MOLDTECH,SmallCap,
MOLDTKPAC,SmallCap,
MONARCH,SmallCap,
MONEYBOXX,SmallCap,
MONTECARLO,SmallCap,
MOREPENLAB,SmallCap,
MOSCHIP,SmallCap,
MOTHERSON,LargeCap,Automobile and Auto Components
MOTILALOFS,MidCap,Financial Services
MOTISONS,SmallCap,
MOTOGENFIN,SmallCap,
MPHASIS,MidCap,Information Technology
MPSLTD,SmallCap,
MRF,MidCap,Automobile and Auto Components
MRPL,SmallCap,Oil Gas & Consumable Fuels
MSPL,SmallCap,
MSTCLTD,SmallCap,
MSUMI,SmallCap,Automobile and Auto Components
MTARTECH,SmallCap,
MTEDUCARE,SmallCap,
MTNL,SmallCap,
MUFIN,SmallCap,
MUFTI,SmallCap,
MUKANDLTD,SmallCap,
MUKKA,SmallCap,
MUKTAARTS,SmallCap,
MUNJALAU,SmallCap,
MUNJALSHOW,SmallCap,
MURUDCERA,SmallCap,
MUTHOOTCAP,SmallCap,
MUTHOOTFIN,LargeCap,Financial Services
MUTHOOTMF,SmallCap,
MVELECTRO,SmallCap,
MVGJL,SmallCap,
MWL,SmallCap,
NACLIND,SmallCap,
NAGREEKCAP,SmallCap,
NAGREEKEXP,SmallCap,
NAHARCAP,SmallCap,
NAHARINDUS,SmallCap,
NAHARPOLY,SmallCap,
NAHARSPING,SmallCap,
NAM-INDIA,MidCap,Financial Services
NARMADA,SmallCap,
NATCAPSUQ,SmallCap,
NATCOPHARM,SmallCap,Healthcare
NATHBIOGEN,SmallCap,
NATIONALUM,MidCap,Metals & Mining
NATIONSTD,SmallCap,
NAUKRI,MidCap,Consumer Services
NAVA,SmallCap,Power
NAVINFLUOR,SmallCap,Chemicals
NAVKARCORP,SmallCap,
NAVKARURB,SmallCap,
NAVNETEDUL,SmallCap,
NAZARA,SmallCap,
NBCC,SmallCap,Construction
NBIFIN,SmallCap,
NCC,SmallCap,Construction
NCLIND,SmallCap,
NDGL,SmallCap,
NDL,SmallCap,
NDLVENTURE,SmallCap,
NDRAUTO,SmallCap,
NDTV,SmallCap,
NEAGI,SmallCap,
NECCLTD,SmallCap,
NECLIFE,SmallCap,
NELCAST,SmallCap,
NELCO,SmallCap,
NEOGEN,SmallCap,
NEPHROPLUS,SmallCap,
NESCO,SmallCap,
NESTLEIND,LargeCap,Fast Moving Consumer Goods
NETWEB,SmallCap,Information Technology
NETWORK18,SmallCap,
NEUEON,SmallCap,
NEULANDLAB,SmallCap,Healthcare
NEWGEN,SmallCap,Information Technology
NEXTMEDIA,SmallCap,
NFL,SmallCap,
NGIL,SmallCap,
NGLFINE,SmallCap,
NH,SmallCap,Healthcare
NHPC,MidCap,Power
NIACL,MidCap,Financial Services
NIBE,SmallCap,
NIBL,SmallCap,
NIITLTD,SmallCap,
NIITMTS,SmallCap,
NILAINFRA,SmallCap,
NILASPACES,SmallCap,
NILE,SmallCap,
NILKAMAL,SmallCap,
NIMBSPROJ,SmallCap,
NINSYS,SmallCap,
NIPPOBATRY,SmallCap,
NIRAJ,SmallCap,
NIRAJISPAT,SmallCap,
NIRLON,SmallCap,
NITCO,SmallCap,
NITINSPIN,SmallCap,
NITIRAJ,SmallCap,
NITTAGELA,SmallCap,
NIVABUPA,SmallCap,Financial Services
NKIND,SmallCap,
NLCINDIA,MidCap,Power
NMDC,MidCap,Metals & Mining
NOCIL,SmallCap,
NOIDATOLL,SmallCap,
NORBTEAEXP,SmallCap,
NORTHARC,SmallCap,
NOVAAGRI,SmallCap,
NOVARTIND,SmallCap,
NPST,SmallCap,
NRAIL,SmallCap,
NRBBEARING,SmallCap,
NRL,SmallCap,
NSIL,SmallCap,
NSLNISP,SmallCap,Metals & Mining
NTPC,LargeCap,Power
NTPCGREEN,MidCap,Power
NUCLEUS,SmallCap,
NURECA,SmallCap,
NUVAMA,SmallCap,Financial Services
NUVOCO,SmallCap,Construction Materials
NYKAA,MidCap,Consumer Services
OAL,SmallCap,
OBCL,SmallCap,
OBEROIRLTY,MidCap,Realty
OCCLLTD,SmallCap,
ODIGMA,SmallCap,
OFSS,MidCap,Information Technology
OIL,MidCap,Oil Gas & Consumable Fuels
OILCOUNTUB,SmallCap,
OLAELEC,SmallCap,Automobile and Auto Components
OLECTRA,SmallCap,Automobile and Auto Components
OMAXAUTO,SmallCap,
OMAXE,SmallCap,
OMFREIGHT,SmallCap,
OMINFRAL,SmallCap,
OMNI,SmallCap,
OMPOWER,SmallCap,
ONELIFECAP,SmallCap,
ONEPOINT,SmallCap,
ONESOURCE,SmallCap,Healthcare
ONGC,LargeCap,Oil Gas & Consumable Fuels
ONIDA,SmallCap,
ONMOBILE,SmallCap,
ONWARDTEC,SmallCap,
OPTIEMUS,SmallCap,
ORBTEXP,SmallCap,
ORCHASP,SmallCap,
ORCHPHARMA,SmallCap,
ORICONENT,SmallCap,
ORIENTALTL,SmallCap,
ORIENTBELL,SmallCap,
ORIENTCEM,SmallCap,
ORIENTCER,SmallCap,
ORIENTELEC,SmallCap,
ORIENTHOT,SmallCap,
ORIENTLTD,SmallCap,
ORIENTPPR,SmallCap,
ORIENTTECH,SmallCap,
ORISSAMINE,SmallCap,
ORKLAINDIA,SmallCap,
ORTINGLOBE,SmallCap,
OSIAHYPER,SmallCap,
OSWALAGRO,SmallCap,
OSWALGREEN,SmallCap,
OSWALPUMPS,SmallCap,
OSWALSEEDS,SmallCap,
PACEDIGITK,SmallCap,
PAGEIND,MidCap,Textiles
PAISALO,SmallCap,
PAKKA,SmallCap,
PALASHSECU,SmallCap,
PALREDTEC,SmallCap,
PANACEABIO,SmallCap,
PANACHE,SmallCap,
PANAMAPET,SmallCap,
PANSARI,SmallCap,
PAR,SmallCap,
PARACABLES,SmallCap,
PARADEEP,SmallCap,Chemicals
PARAGMILK,SmallCap,
PARAS,SmallCap,
PARASPETRO,SmallCap,
PARKHOSPS,SmallCap,
PARKHOTELS,SmallCap,
PARSVNATH,SmallCap,
PASHUPATI,SmallCap,
PASUPTAC,SmallCap,
PATANJALI,MidCap,Fast Moving Consumer Goods
PATELENG,SmallCap,
PATELRMART,SmallCap,
PATINTLOG,SmallCap,
PAUSHAKLTD,SmallCap,
PAVNAIND,SmallCap,
PAYTM,MidCap,Financial Services
PCBL,SmallCap,Chemicals
PCJEWELLER,SmallCap,
PDMJEPAPER,SmallCap,
PDSL,SmallCap,
PEARLPOLY,SmallCap,
PENIND,SmallCap,
PENINLAND,SmallCap,
PERSISTENT,MidCap,Information Technology
PETRONET,MidCap,Oil Gas & Consumable Fuels
PFC,LargeCap,Financial Services
PFIZER,SmallCap,Healthcare
PFOCUS,SmallCap,Media Entertainment & Publication
PFS,SmallCap,
PGEL,SmallCap,Consumer Durables
PGHH,SmallCap,
PGHL,SmallCap,
PGIL,SmallCap,
PHOENIXLTD,MidCap,Realty
PICCADIL,SmallCap,
PIDILITIND,LargeCap,Chemicals
PIGL,SmallCap,
PIIND,MidCap,Chemicals
PILANIINVS,SmallCap,
PILITA,SmallCap,
PINELABS,SmallCap,Financial Services
PIONEEREMB,SmallCap,
PIONRINV,SmallCap,
PIRAMALFIN,SmallCap,Financial Services
PITTIENG,SmallCap,
PIXTRANS,SmallCap,
PKTEA,SmallCap,
PLASTIBLEN,SmallCap,
PLATIND,SmallCap,
PLAZACABLE,SmallCap,
PML,SmallCap,
PNB,LargeCap,Financial Services
PNBGILTS,SmallCap,
PNBHOUSING,SmallCap,Financial Services
PNC,SmallCap,
PNCINFRA,SmallCap,
PNGJL,SmallCap,
PNGSREVA,SmallCap,
POCL,SmallCap,
PODDARMENT,SmallCap,
POKARNA,SmallCap,
POLICYBZR,MidCap,Financial Services
POLYCAB,MidCap,Capital Goods
POLYMED,SmallCap,Healthcare
POLYPLEX,SmallCap,
PONNIERODE,SmallCap,
POONAWALLA,SmallCap,Financial Services
POWERGRID,LargeCap,Power
POWERICA,SmallCap,
POWERINDIA,MidCap,Capital Goods
POWERMECH,SmallCap,
PPAP,SmallCap,
PPL,SmallCap,
PPLPHARMA,SmallCap,Healthcare
PRABHA,SmallCap,
PRADPME,SmallCap,
PRAENG,SmallCap,
PRAJIND,SmallCap,
PRAKASH,SmallCap,
PRAKASHSTL,SmallCap,
PRAVEG,SmallCap,
PRAXIS,SmallCap,
PRECAM,SmallCap,
PRECOT,SmallCap,
PRECWIRE,SmallCap,
PREMCO,SmallCap,
PREMEXPLN,SmallCap,
PREMIER,SmallCap,
PREMIERENE,MidCap,Capital Goods
PREMIERPOL,SmallCap,
PRESTIGE,MidCap,Realty
PRICOLLTD,SmallCap,
PRIMESECU,SmallCap,
PRIMO,SmallCap,
PRINCEPIPE,SmallCap,
PRITI,SmallCap,
PRITIKAUTO,SmallCap,
PRIVISCL,SmallCap,
PROSTARM,SmallCap,
PROTEAN,SmallCap,
PROZONER,SmallCap,
PRSMJOHNSN,SmallCap,
PRUDENT,SmallCap,
PRUDMOULI,SmallCap,
PSB,SmallCap,
PSPPROJECT,SmallCap,
PTC,SmallCap,
PTCIL,SmallCap,Capital Goods
PTL,SmallCap,
PUNJABCHEM,SmallCap,
PURVA,SmallCap,
PVP,SmallCap,
PVRINOX,SmallCap,Media Entertainment & Publication
PVSL,SmallCap,
PWL,SmallCap,Consumer Services
PYRAMID,SmallCap,
QMSMEDI,SmallCap,
QPOWER,SmallCap,
QUADFUTURE,SmallCap,
QUESS,SmallCap,
QUICKHEAL,SmallCap,
QUINT,SmallCap,
QUINTEGRA,SmallCap,
RACE,SmallCap,
RACLGEAR,SmallCap,
RADAAN,SmallCap,
RADHIKAJWE,SmallCap,
RADIANTCMS,SmallCap,
RADICO,MidCap,Fast Moving Consumer Goods
RADIOCITY,SmallCap,
RAILTEL,SmallCap,Telecommunication
RAIN,SmallCap,
RAINBOW,SmallCap,Healthcare
RAJMET,SmallCap,
RAJOOENG,SmallCap,
RAJPALAYAM,SmallCap,
RAJRATAN,SmallCap,
RAJRILTD,SmallCap,
RAJSREESUG,SmallCap,
RAJTV,SmallCap,
RALLIS,SmallCap,
RAMANEWS,SmallCap,
RAMAPHO,SmallCap,
RAMASTEEL,SmallCap,
RAMBHAJO,SmallCap,
RAMCOCEM,SmallCap,Construction Materials
RAMCOIND,SmallCap,
RAMCOSYS,SmallCap,
RAMKY,SmallCap,
RAMRAT,SmallCap,
RANASUG,SmallCap,
RANEHOLDIN,SmallCap,
RATEGAIN,SmallCap,
RATNAMANI,SmallCap,
RATNAVEER,SmallCap,
RAYMOND,SmallCap,
RAYMONDLSL,SmallCap,
RAYMONDREL,SmallCap,
RBA,SmallCap,
RBLBANK,SmallCap,Financial Services
RBZJEWEL,SmallCap,
RCF,SmallCap,
RCOM,SmallCap,
RECLTD,LargeCap,Financial Services
REDINGTON,SmallCap,Services
REDTAPE,SmallCap,
REFEX,SmallCap,
REGAAL,SmallCap,
REGENCERAM,SmallCap,
RELAXO,SmallCap,
RELCHEMQ,SmallCap,
RELIABLE,SmallCap,
RELIANCE,LargeCap,Oil Gas & Consumable Fuels
RELIGARE,SmallCap,
RELINFRA,SmallCap,
RELTD,SmallCap,
REMSONSIND,SmallCap,
RENUKA,SmallCap,
REPCOHOME,SmallCap,
REPL,SmallCap,
REPRO,SmallCap,
RESPONIND,SmallCap,
RETAIL,SmallCap,
RGL,SmallCap,
RHETAN,SmallCap,
RHIM,SmallCap,Capital Goods
RHL,SmallCap,
RICOAUTO,SmallCap,
RIIL,SmallCap,
RIR,SmallCap,
RISHABH,SmallCap,
RITCO,SmallCap,
RITES,SmallCap,Construction
RKDL,SmallCap,
RKEC,SmallCap,
RKFORGE,SmallCap,Automobile and Auto Components
RKSWAMY,SmallCap,
RMC,SmallCap,
RMDRIP,SmallCap,
RML,SmallCap,
RNBDENIMS,SmallCap,
ROHLTD,SmallCap,
ROLEXRINGS,SmallCap,
ROLLT,SmallCap,
ROML,SmallCap,
ROSSARI,SmallCap,
ROSSELLIND,SmallCap,
ROSSTECH,SmallCap,
ROTO,SmallCap,
ROUTE,SmallCap,
RPEL,SmallCap,
RPGLIFE,SmallCap,
RPOWER,SmallCap,Power
RPPINFRA,SmallCap,
RPPL,SmallCap,
RPSGVENT,SmallCap,
RPTECH,SmallCap,
RRIL,SmallCap,
RRKABEL,SmallCap,Capital Goods
RSDFIN,SmallCap,
RSL,SmallCap,
RSSOFTWARE,SmallCap,
RSWM,SmallCap,
RSYSTEMS,SmallCap,
RTNINDIA,SmallCap,
RTNPOWER,SmallCap,
RUBFILA,SmallCap,
RUBICON,SmallCap,
RUBYMILLS,SmallCap,
RUCHINFRA,SmallCap,
RUCHIRA,SmallCap,
RUDRA,SmallCap,
RUPA,SmallCap,
RUSHIL,SmallCap,
RUSTOMJEE,SmallCap,
RVHL,SmallCap,
RVNL,MidCap,Construction
RVTH,SmallCap,
S&SPOWER,SmallCap,
SAATVIKGL,SmallCap,
SADBHAV,SmallCap,
SADBHIN,SmallCap,
SADHNANIQ,SmallCap,
SAFARI,SmallCap,
SAGARDEEP,SmallCap,
SAGCEM,SmallCap,
SAGILITY,SmallCap,Information Technology
SAHLIBHFI,SmallCap,
SAHYADRI,SmallCap,
SAIL,MidCap,Metals & Mining
SAILIFE,SmallCap,Healthcare
SAIPARENT,SmallCap,
SAKAR,SmallCap,
SAKHTISUG,SmallCap,
